variant,age,sex,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047
migration_category,36,2,404070,416089.9930000001,431228.004,428937.996,434482.9970000001,436864.007,435781.995,428331.004,431915.9960000001,425468.99100000004,422190.0019999999,431651.99600000004,425918.00499999995,424872.999,416113.997,411655.99700000003,411125.99899999995,413717.001,423872.99299999996,424332.99299999996,424829.99900000007,431832.99899999995,446789.007,444824.994,448352.001,453245.008
migration_category,37,1,377162,385106.005,392012.999,404993.00100000005,405158.9970000001,411691.0029999999,418272.997,418258.00299999997,413371,419238.997,416874.9979999999,418890.0019999999,429344.002,428032.993,432646.99799999996,426247.99899999995,422423.99499999994,427161.99299999996,438027.997,449478.001,450104,447623.0010000001,453859.9930000002,467970.992,466225.999,469948.99600000004
migration_category,37,2,401988,410065.00100000005,420785.0040000001,433172.99199999997,430245.00100000016,435769.995,438381.999,437567.9919999999,430222.99600000004,433815.00299999997,427376.00899999996,424104.00400000013,433559.99899999995,427827.9969999999,426789.00399999996,418038.999,413590.0040000001,413063.997,415655.00100000005,425807.007,426269.9929999999,426768.997,433767.0039999999,448707.99700000003,446744.00399999996,450270.99900000007
migration_category,38,1,365474,383182.005,389621.00000000006,393543.997,405783,405922.99800000014,412752.994,419674.002,419787.004,414918.00200000004,420788.00000000006,418432.00100000005,420450.9970000001,430894.00099999993,429587.99799999996,434199.99400000006,427809.9930000001,423991.9959999999,428733.0010000001,439586.998,451026.998,451658.9960000001,449185.99100000004,455418.001,469515.9950000001,467772.99700000003
migration_category,38,2,389484,407178.001,414099.00700000004,422395.999,434206.003,431260.01,436999.009,439848.99600000004,439121.998,431790.002,435386.006,428956.00200000004,425691.99600000004,435139.99299999996,429412.99999999994,428380.01200000005,419638.9920000001,415197.001,414675.99999999994,417265.999,427415.005,427881.997,428383.00399999996,435377.0040000001,450302,448340.0040000001
migration_category,39,1,366095,370766.001,387094.00200000004,390843.00500000006,394105.994,406305,406724.004,413866.99,420896.99399999995,421019.998,416166.9960000001,422038.00100000005,419691.9980000001,421715.00100000005,432146.99600000004,430846.008,435457.002,429074.012,425266.001,430007.995,440849.997,452280.99999999994,452919.99399999995,450454,456682.0119999999,470767.004
migration_category,39,2,389487,394090.9980000001,410739.99899999995,415486.995,423270.00299999997,435052.999,432300.99600000004,438257.004,441183.001,440457,433138.007,436737.992,430319,427061.991,436502.998,430781.009,429751.99399999995,421018.99399999995,416587.00500000006,416071.00500000006,418661.002,428805.99199999997,429277.0040000001,429780.997,436771.00299999997,451682.98799999995
migration_category,40,1,365716,370628.996,374082.999,388011.003,391169.009,394408.98900000006,406844.00899999996,407551.9930000001,414796.993,421823.99799999996,421956.00200000004,417119.00100000005,422993.0049999999,420657.00600000005,422684.99700000003,433104.99199999997,431809.993,436420.00399999996,430044.999,426248.0060000001,430990.9970000001,441822.00299999997,453243.003,453889.00399999996,451429.9989999999,457654.0069999999
migration_category,40,2,386110,393597.00399999996,397274.005,411948.00600000005,416232.99400000006,423996.00599999994,435939.989,433384.9980000001,439412.99700000003,442336,441613.00100000005,434306.0030000001,437911.004,431502.00000000006,428253.988,437687,431969.997,430946.997,422223.0020000001,417799.996,417289.001,419879.01100000006,430018.98799999995,430496.996,431002.997,437989
migration_category,41,1,369082,369497.00500000006,373337,374710.99400000006,388104.006,391243.0040000001,394709.0010000001,407385.00299999997,408189.99799999996,415434,422457.99899999995,422599.003,417781.006,423656.00600000005,421331.9950000001,423362.99199999997,433772.007,432483.993,437091.997,430728.99900000007,426943.001,431686.999,442505.9960000001,453916.00399999996,454568.999,452117.994
migration_category,41,2,390715,389713.0000000001,396370.99500000005,398292.00500000006,412544.99700000003,416811.00200000004,424723.006,436825.997,434340.00500000006,440369.00700000004,443289.992,442568.9930000001,435275.00100000005,438885.006,432487.9959999999,429249.001,438673.0010000001,432962.997,431945.0029999999,423231.99399999995,418817.002,418313,420902.001,431037.99700000003,431522.00399999996,432029.99500000005
migration_category,42,1,371785,372363.9970000001,371809.00100000005,373766.003,374675.00299999997,388036.00399999996,391382.003,395084.00399999996,407830.0020000001,408639.99999999994,415883.01000000007,422905.995,423054.008,418255.00999999995,424134.005,421819.0040000001,423854.99600000004,434253.9920000001,432972.001,437579.99900000007,431228.005,427453.99799999996,432198.00000000006,443005.99899999995,454404.9980000001,455066.00100000005
migration_category,42,2,390931,393801.0069999999,392062.001,397146.00600000005,398700.9989999999,412927.99499999994,417327.99799999985,425391.00299999997,437539.996,435059.99899999995,441090.00000000006,444009.005,443289.99500000005,436010.9969999999,439626.99700000003,433241.0010000001,430010.996,439426.99899999995,433723.99700000003,432712.005,424008.98900000006,419606.008,419107.001,421695.00299999997,431827.99700000003,432317
migration_category,43,1,357548,374668.99100000004,374355.99700000003,372079.994,373609.9930000001,374509.007,388046.003,391609.01,395390.005,408120.99899999995,408936.005,416178.9980000001,423197.994,423354.997,418575.99900000007,424455.998,422152.007,424194.004,434581.00399999996,433305.9909999999,437914.00099999993,431572.9989999999,427811.00399999996,432558.00100000005,443354.00399999996,454741.00499999995
migration_category,43,2,373512,393597.0020000001,395793.00399999996,392648.003,397396.99700000003,398942.997,413281.99999999994,417821.996,425932.99899999995,438070.997,435599.00299999997,441628.99499999994,444546.998,443830.002,436567.9930000001,440188.006,433816.00500000006,430593.99700000003,440002.995,434307.99799999996,433300.99999999994,424611.002,420221.001,419725.99199999997,422314.009,432443.00399999996
migration_category,44,1,334057,360040.98900000006,376327.9980000001,374468.003,371817.0100000001,373338.995,374417.004,388132.99999999994,391766.998,395551.00899999996,408265.9999999999,409087.995,416329.0019999999,423345.003,423510.999,418752.997,424633.997,422342.999,424387.997,434763.00100000005,433497.00100000005,438105.004,431777.002,428027.999,432775.999,443558.00600000005
migration_category,44,2,346374,375861.01199999993,395307.9990000001,396223.00200000004,392782.99199999997,397520.00599999994,399183.996,413640.0069999999,418225.009,426333.001,438458.99799999996,435994.99799999996,442025.992,444944.0040000001,444230.007,436984.99999999994,440609.988,434250.99399999995,431037.99199999997,440441.003,434754.002,433752.9989999999,425077.996,420697.9919999999,420209.00099999993,422798.00100000005
migration_category,45,1,328451,336179.99700000003,361401.992,376266.008,374066.99999999994,371417.999,373102.00200000004,374363.00800000003,388125.99299999996,391760.99799999996,395546.999,408246.999,409074.9959999999,416313.99999999994,423326.995,423501.99399999995,418764.00099999993,424647.00200000004,422367.0079999999,424417.999,434781.00000000006,433524.0089999999,438131.996,431817.001,428081.99400000006,432830.994
migration_category,45,2,339272,348373.00299999997,377270.001,395544.0019999999,396182.00399999996,392740.98999999993,397580.99,399369.99799999996,413854.0109999999,418437.01,426540.00200000004,438655.99399999995,436199.996,442231.99900000007,445148.00099999993,444439.99899999995,437210.99799999996,440840.99999999994,434495.9979999999,431294.00499999995,440688.99700000003,435011.00499999995,434017,425355.995,420988.9969999999,420505.999
migration_category,46,1,335723,330254.00700000004,337342.99999999994,361249.00100000005,375764.99799999996,373564.997,371070.99600000004,372919.999,374247.00299999997,387991.008,391627.99799999996,395417.00600000005,408099.004,408935.0070000001,416170.00899999996,423177.99500000005,423363.0000000001,418648.008,424531.007,422264.993,424320.00100000005,434670.002,433423,438029.99500000005,431731.00299999997,428010.00000000006
migration_category,46,2,345855,340956.003,349552.00200000004,377372.00100000005,395364.999,395989.994,392653.99499999994,397603.00399999996,399435,413903.995,418483.0060000001,426584.004,438685.99700000003,436238.0069999999,442269.99600000004,445186.99899999995,444481.992,437272.0019999999,440906.99999999994,434577.008,431388.01,440772,435104.006,434118.998,425474.0040000001,421120.00100000005
migration_category,47,1,342567,337213.00399999996,331205.01300000004,337140.99700000003,360710.003,375182.0040000001,373119.994,370785.00200000004,372694.9979999999,374029.9980000001,387757.00299999997,391394.99199999997,395186.004,407850.00200000004,408692.998,415925.007,422927.9979999999,423123.99600000004,418431,424315,422064.00000000006,424122.0019999999,434458.997,433221.997,437829.00299999997,431547.007
migration_category,47,2,352993,347314.003,341979.0110000001,349617.00100000005,377160.007,395110.995,395821.0059999999,392595.00100000005,397577.002,399413.998,413865.00200000004,418442.99000000005,426538,438625.99199999997,436187.99500000005,442220.0039999999,445135.999,444436.99,437247.009,440884.99299999996,434572.98900000006,431396.0050000001,440770.014,435114.9939999999,434137.99899999995,425510.988
migration_category,48,1,346674,343738.0000000001,337906.993,330889.002,336571.00200000004,360078.00399999996,374628.0079999999,372709.00299999997,370439.0080000001,372358.00599999994,373703.99700000003,387410.012,391051.01100000006,394842.993,407488.0029999999,408340,415566.99199999997,422566,422772.0040000001,418102.99600000004,423987.004,421750.00100000005,423813.99399999995,434136.0040000001,432911.00500000006,437516.9910000001
migration_category,48,2,356882,354174.00299999997,348102.99899999995,341917.0030000001,349340.993,376826.012,394820.996,395619.99799999996,392436.99,397417.9980000001,399259.99700000003,413693.00800000003,418266.0030000001,426355.99900000007,438428.002,436000.0020000001,442031.99700000003,444949.006,444254.0019999999,437084.0059999999,440728.00399999996,434433.01,431270.00599999994,440635.99399999995,434991.997,434024.99799999996
migration_category,49,1,360419,347525.995,344157.9929999999,337414.98999999993,330208.995,335889.001,359442.0040000001,374073.001,372210.00200000004,369960.99600000004,371889,373246.989,386931.00399999996,390573.99000000005,394368.00200000004,406992.00200000004,407853.001,415074.004,422067.999,422284.001,417639.99900000007,423524.0070000001,421302.9970000001,423372.996,433679.998,432465.004
migration_category,49,2,370238,357772.00100000005,354711.00700000004,347870.99799999996,341521.99999999994,348931.99899999995,376437.004,394475.992,395303.00200000004,392132,397111.0090000001,398957.99700000003,413368.999,417938.9979999999,426022.004,438077.005,435660.004,441692.0019999999,444607.9960000001,443918.00200000004,436770.997,440419.00399999996,434144,430996.999,440351.00299999997,434721.0090000001
migration_category,50,1,373388,360938.99700000003,347692.99999999994,343481.00099999993,336575.004,329413.994,335195.005,358793.99500000005,373423.008,371573.992,369348.002,371286.00100000005,372654.997,386313.9980000001,389958.997,393754.00599999994,406356.00499999995,407223.998,414439.995,421425.99799999996,421653.993,417036.0100000001,422920.00000000006,420714.99900000007,422791.9969999999,433080.99700000003
migration_category,50,2,384203,370881.9980000001,358118.0029999999,354350.99999999994,347362.99499999994,341035.00299999997,348506.98399999994,376034.00100000005,394058.998,394884.001,391724.998,396700.00299999997,398553.0049999999,412943.00899999996,417508.995,425584.00399999996,437622.0069999999,435217.00099999993,441248.0079999999,444162.00099999993,443479.01300000004,436355.995,440008.994,433755.00399999996,430623.0010000001,439967
migration_category,51,1,385363,373578.99100000004,360813.001,346827,342462.997,335609,328590.99799999996,334476.999,358043.01000000007,372628.999,370799.004,368596.002,370544.99299999996,371924.999,385556.00000000006,389202,392999.9970000001,405576.0009999999,406452.01,413661.998,420639.99799999996,420879.984,416289.00500000006,422170.9999999998,419983.005,422069.00500000006
migration_category,51,2,399629,384554.9960000001,370966.99300000013,357585.9919999999,353680.999,346717.9980000001,340484.005,348025.00000000006,375517.001,393496.98999999993,394321.006,391175.005,396147.991,398005.9990000001,412372.0029999999,416933.99900000007,425000.99899999995,437021.008,434628.005,440656.99499999994,443571.002,442894.998,435797.002,439456.00700000004,433223.996,430107.9950000001
migration_category,52,1,375791,385232.999,373156.00100000005,359711.996,345625.00000000006,341307,334595.996,327730.0020000001,333651.998,357148.99499999994,371689.0030000001,369877.999,367699.99999999994,369659.9999999999,371052.00500000006,384653.001,388300.99600000004,392099.01000000007,404646.985,405532.99700000003,412736.99399999995,419706.0079999999,419957.002,415395.0030000001,421275.001,419108.00299999997
migration_category,52,2,389004,399658.99400000006,384340.99199999997,370204.99500000005,356725.99,352844.99199999997,345977.9999999999,339847.99299999996,347406.997,374832.00500000006,392764.995,393586.9980000001,390455.99199999997,395427.00299999997,397290.00100000005,411629.992,416188.003,424245.999,436244.98699999996,433863.99799999996,439892.9989999999,442806.99499999994,442135.9980000001,435066.99,438732.001,432522.98900000006
migration_category,53,1,383976,375399.99900000007,384488.996,371782.999,358247,344246.9980000001,340063.006,333504.00499999995,326730.002,332656.993,356077.00000000006,370569.997,368779.00600000005,366628.002,368597.99199999997,370002,383571.007,387218.00200000004,391018.002,403536.99799999996,404432.002,411627.98800000007,418585.99799999996,418849.9979999999,414317.999,420194.991
migration_category,53,2,397129,388861.00000000006,399221.997,383394.99899999995,369176.99700000003,355750.98799999995,351962.00200000004,345199.00000000006,339125.012,346674.99199999997,374028.997,391911.99700000003,392734.002,389616.99799999996,394585.994,396454.007,410768.006,415320.997,423366.99600000004,435343.992,432976.99600000004,439005.014,441918.00099999993,441255.003,434214.99700000003,437886.00200000004
migration_category,54,1,382550,383238.00599999994,374413.99899999995,382835.99600000004,370039.99199999997,356589.99499999994,342763.995,338723.00099999993,332260.995,325550.99700000003,331480.9910000001,354818.99899999995,369261.006,367491.00700000004,365368.00100000005,367349.99900000007,368766.00100000005,382297.99800000014,385945,389745.0010000001,402230.99699999986,403137.001,410325.002,417269.997,417547.00499999995,413048
migration_category,54,2,395541,396733.9980000001,388243.99299999996,398062.9959999999,382160.99700000003,368001.9929999999,354699.002,351009.99799999996,344308.0080000001,338266.998,345806.0029999999,373085.9959999999,390914.999,391734.00099999993,388636.00100000005,393602.00600000005,395476.005,409760.9959999999,414306.99399999995,422342.9959999999,434294.99700000003,431941.00200000004,437968.006,440881.00499999995,440225.00700000004,433217.002
migration_category,55,1,385620,381520.99499999994,381935.00099999993,372575.99899999995,380819.009,368100.001,354820.99799999996,341182.99999999994,337229.9959999999,330837.996,324194.998,330126.999,353377.0060000001,367762.99400000006,366014.998,363921.01199999993,365915.997,367343.006,380835.997,384480.999,388279.994,400731.00600000005,401649.005,408823.993,415756.99199999997,416047.006
migration_category,55,2,396674,394928.007,395883.99900000007,386946.997,396618.99500000005,380773.992,366743.0020000001,353571.996,349941.001,343278.00200000004,337270.99400000006,344801.00899999996,371997.999,389769.99900000007,390587.99400000006,387507.99600000004,392470.99299999996,394351.998,408603.9969999999,413143.995,421166.00300000014,433091.004,430750.996,436776.994,439689.997,439042.006
migration_category,56,1,381730,384286.00100000005,379961.006,379825.99500000005,370391.9959999999,378606.99499999994,366046.9909999999,352952,339452,335560.007,329242.004,322668.00600000005,328602.9969999999,351755.998,366080.01199999993,364356.00100000005,362293.00499999995,364299.0060000001,365739.00000000006,379186.999,382830.006,386629.001,399040.996,399967.003,407130,414048.999
migration_category,56,2,396568,395907.00000000006,393954.99299999996,394455.00099999993,385442.998,395086.9959999999,379363.993,365466.99199999997,352387.99799999996,348791.99299999996,342168.9920000001,336199.99899999995,343718.00499999995,370827.001,388538.994,389355.9930000001,386297.001,391258,393144.004,407363.00099999993,411895.99600000004,419903.0099999999,431799.00200000004,429475.993,435500.00800000003,438412.009
migration_category,57,1,381994,380143.00600000005,382460.99999999994,377651.998,377399.00200000004,368038.99500000005,376292.99100000004,363901.001,350942.9970000001,337558.992,333731.00299999997,327489.001,320990.00000000006,326924.99799999996,349970.98800000007,364230.00500000006,362530.006,360501.9959999999,362521.013,363971.99900000007,377372.007,381012.00700000004,384808.999,397179.00299999997,398116.99799999996,405266.0019999999
migration_category,57,2,396700,395620.9960000001,394771.004,392404.007,392801.9980000001,383830.99900000007,393500.001,377906.003,364106.99700000003,351102.004,347543.007,340960.999,335032.99199999997,342538.99,369556.0029999999,387204.002,388022.003,384984.9920000001,389942.001,391834.99499999994,406018.9960000001,410544.002,418534.99899999995,430400.00000000006,428096.00400000013,434116.996
migration_category,58,1,376158,380131,378091.99,379920.99899999995,375029.99899999995,374793.996,365576.996,373871.01099999994,361603.997,348762.004,335500.99600000004,331740.0039999999,325577.99500000005,319155.99499999994,325090.0070000001,348022.00800000003,362209.011,360537.006,358545.00399999996,360576.99900000007,362040.001,375388.005,379024.00100000005,382817.9980000001,395143.987,396094.00100000005
migration_category,58,2,390534,395599,394354.00299999997,393107.0069999999,390653,391057.00500000006,382181.9930000001,391876.00599999994,376375.99899999995,362659.00100000005,349732.995,346211.99600000004,339675.99600000004,333788.996,341282.997,368201.999,385784.00200000004,386604.00599999994,383590,388541.99700000003,390444,404587.00299999997,409104.006,417077.9980000001,428911.999,426626.99799999996
migration_category,59,1,367031,374101.0019999999,377865.991,375387.99700000003,377098.003,372255.006,372095.995,363028.99799999996,371312.00299999997,359152.005,346432.99899999995,333304.99899999995,329613,323533,317192.99,323122.007,345929.983,360042.001,358399.00200000004,356446,358489.995,359966.00000000006,373257.0040000001,376888.001,380680.98999999993,392955.99500000005
migration_category,59,2,380690,389279.00399999996,394168.00099999993,392558.003,391230.999,388794.00299999997,389250.001,380475.001,390157.999,374739.01099999994,361108.98899999994,348263.997,344783.995,338295.99899999995,332454.00700000004,339934.00099999993,366748.99600000004,384262.003,385084.001,382096.00399999996,387043.995,388952.003,403056.00300000014,407564.997,415521,427320.00300000014
migration_category,60,1,357667,364747.0010000001,371622.005,374945,372392.00899999996,374102.00399999996,369359.9969999999,369275.99299999996,360321.006,368568.9960000001,356524.006,343936.99900000007,330947.99700000003,327327.999,321334.003,315079.01,321002.007,343676.0020000001,357704.99400000006,356095,354183.005,356240.008,357729.005,370957.99899999995,374584.006,378375.99400000006
migration_category,60,2,371139,379277.00100000005,387692.999,392217.996,390542.004,389232.005,386855,387363.9959999999,378660.99799999996,388313.00099999993,372980.999,359443.00399999996,346685.001,343248.00000000006,336810.002,331015.003,338479.002,365184.997,382625.98799999995,383451.011,380491.9859999999,385433.99600000004,387351.994,401413.00399999996,405912.006,413849.00000000006
migration_category,61,1,344918,355116.00099999993,362028.00100000005,368481.99299999996,371695.0029999999,369173.9970000001,370928.005,366289.006,366245.9960000001,357389.01099999994,365600.999,353677.986,341232.00700000004,328392.002,324844.99700000003,318940.00499999995,312774.009,318687.9990000001,341217.004,355158.991,353585.00299999997,351715.001,353784.999,355288.01099999994,368449.002,372069.99399999995
migration_category,61,2,355399,369613.00399999996,377597.005,385646.009,390077.997,388424.998,387170,384856.99900000007,385389.007,376745.98300000007,386365.99799999996,371128.00100000005,357688.00399999996,345021.002,341627.00299999997,335242.99499999994,329498.9949999999,336945.993,363536.005,380899.99500000005,381732.00599999994,378802.001,383740.003,385666.994,399681.993,404170.009
migration_category,62,1,329845,342188.0009999999,352205,358713.993,365036.99700000003,368230.002,365784.99100000004,367586.00299999997,363022.993,363002.99899999995,354253.995,362425,350634.99299999996,338337.99999999994,325652.992,322182.006,316369.99999999994,310295.994,316198.995,338573.002,352423.006,350884.99500000005,349060.99000000005,351144.005,352661.00000000006,365748.9960000001
migration_category,62,2,340403,353728.998,367773.00100000005,375416.006,383356.988,387776.99600000004,386183.00299999997,384988.0030000001,382714.00100000005,383257.002,374679.002,384266.002,369128.998,355791.998,343221.003,339873.00100000005,333546.999,327855.9909999999,335284.998,361753.00500000006,379037.00299999997,379875.00000000006,376976.00200000004,381907.99199999997,383846.00099999993,397810.99700000003
migration_category,63,1,319448,326941.99299999996,339102.997,348711.004,355094.00500000006,361371.001,364585.001,362219.00399999996,364035.99299999996,359538.00100000005,359544.99100000004,350910.9980000001,359039.004,347389.003,335250.0019999999,322727.996,319334.996,313618.99600000004,307641.00000000006,313530.00299999997,335738.998,349491.003,347992.00499999995,346214.995,348311.99999999994,349844.99100000004
migration_category,63,2,331318,338588.99500000005,351767.009,365468.001,373015.99,380926.00399999996,385369.004,383836.00099999993,382678.005,380433.005,380989.005,372480.004,382030.00499999995,367003.00600000005,353772.00700000004,341301.99199999997,338001.99600000004,331736.002,326099.00399999996,333508.001,359846.993,377049.99399999995,377897.0030000001,375030.99700000003,379958.996,381907.994
migration_category,64,1,309720,316323.00100000005,323703.003,335460.00600000005,344914.9960000001,351252.998,357518,360751.0029999999,358441.002,360260.003,355833.005,355869.998,347357.99899999995,355440.99499999994,343941.002,331967.007,319615.00299999997,316303.00100000005,310685.998,304806.995,310679.99499999994,332713.011,346360.002,344902.998,343178.0090000001,345287.989
migration_category,64,2,321158,329367.001,336545.006,349401.00200000004,362978.00499999995,370501.9999999999,378409.99799999996,382873.005,381381.00499999995,380249.00700000004,378035.00100000005,378605.996,370169.0109999999,379684.99,364771.00600000005,351651.992,339288.0149999999,336036.99700000003,329833.001,324253.005,331642.001,357845.999,374964.00700000004,375822.003,372992.003,377916.003
migration_category,65,1,294558,306310.999,312845.0070000001,319920.99899999995,331513.989,340890.004,347209.997,353456.005,356680.003,354415.988,356239.991,351889.006,351957.99,343577.004,351610.99600000004,340271.00299999997,328469.99799999996,316298.002,313068.005,307554.00200000004,301778.005,307629.988,329475.999,343014,341602.00600000005,339930.004
migration_category,65,2,308545,319024.997,327149.999,334076.01,346822.006,360334.998,367858,375757.99899999995,380219.99100000004,378758.99600000004,377656,375476.0089999999,376063.993,367706.998,377183.998,362393.001,349393.00299999997,337140.007,333940.997,327804.00099999993,322284.00099999993,329652.00299999997,355712.0029999999,372740.008,373608.0019999999,370818.00200000004
migration_category,66,1,282292,290908.005,302556.99799999996,308843.00100000005,315825.002,327312.9930000001,336628.999,342922.007,349123.9950000001,352328.00000000006,350114.99499999994,351944.997,347676.99199999997,347782.00200000004,339538.00099999993,347521.99999999994,336350.99899999995,324732.99999999994,312748.99499999994,309604.0090000001,304196.00600000005,298526.0070000001,304355.992,326003.00399999996,339424.999,338059.99999999994
migration_category,66,2,295709,306282.995,316674.00299999997,324556.995,331424.99899999995,344113.99700000003,357581.00000000006,365098.994,372971.9959999999,377421.995,375997.0029999999,374924.004,372782.99700000003,373389.012,365118.0029999999,374552.006,359893.998,347019.004,334881.99600000004,331735.99900000007,325667.0020000001,320211.995,327555.0040000001,353464.0069999999,370397.002,371281.001
migration_category,67,1,268525,278440.99600000004,287005.00000000006,298351.00800000003,304557.00399999996,311494.011,322894.008,332139.995,338385.99500000005,344534.0040000001,347719.00499999995,345562.997,347402.00499999995,343222.9930000001,343365,335267.99799999996,343197.99799999996,332206.999,320781.008,308994.005,305934.99199999997,300636.99899999995,295076.99700000003,300880.996,322317.002,335617.001
migration_category,67,2,284923,293340.999,303825.007,313955.99900000007,321775.00200000004,328635.994,341286.01399999997,354703.0070000001,362200.00800000003,370035.009,374477.01100000006,373088.99799999996,372049.00000000006,369948.99999999994,370575.9930000001,362396.992,371786.98699999996,357268.99299999996,344522,332506.98900000006,329415.99700000003,323418.99600000004,318030.99799999996,325346.996,351095.98699999996,367932.997
migration_category,68,1,266443,264503.01,274358.99500000005,282676.994,293874.99899999995,300049.998,306959.009,318258.00500000006,327414.00000000006,333602.99600000004,339695.001,342863.999,340769.9930000001,342617.995,338535.99899999995,338717.995,330775.99500000005,338648.997,327848.9959999999,316623.9970000001,305040.995,302070.0030000001,296887.00100000005,291440.998,297216.999,318427.99199999997
migration_category,68,2,285437,282345,290701.00100000005,300944.99799999996,310987.99500000005,318789.995,325661.00000000006,338264.003,351607.99800000014,359074.00100000005,366872.995,371304.0040000001,369955.99499999994,368953.99700000003,366898.99400000006,367549.99799999996,359467.99899999995,368811.00399999996,354441.989,341832.99700000003,329947.009,326912,320992.001,315674,322961.99899999995,348542.0039999999
migration_category,69,1,260409,262011.997,260226.00000000003,269838.991,278060.997,289150.004,295307.999,302177.999,313352.99400000006,322403.99199999997,328534.99000000005,334569.996,337725.00800000003,335698.003,337558.99399999995,333578.00600000005,333805.006,326028.00600000005,333838.997,323242.006,312226.00800000003,300855.99600000004,297976.99600000004,292911.99900000007,287585.005,293327.993
migration_category,69,2,278924,282521.999,279503.999,287655.994,297806.99999999994,307803.998,315601.00499999995,322474.003,335008.999,348267.998,355701.003,363460.00400000013,367880.998,366579.00800000003,365617.017,363611.99299999996,364286.00399999996,356311.002,365604.002,351395.998,338933,327184.994,324209.99700000003,318370.004,313127.9980000001,320385.006
migration_category,70,1,249450,255612.99899999998,257312.99899999998,255503.005,264999.001,273158.99799999996,284145.993,290276.004,297089.00899999996,308122.005,317064.00899999996,323134.991,329111.997,332252.994,330299.0029999999,332175.997,328303.99500000005,328579,320976.99700000003,328721.996,318337.9879999999,307545.00399999996,296397.995,293613.999,288673.005,283470.01399999997
migration_category,70,2,271460,275759.00200000004,279359.99999999994,276277.00100000005,284353.99500000005,294449.0019999999,304406.00100000005,312188.99899999995,319050.99700000003,331504.01300000004,344670.994,352068.003,359786.001,364198.001,362944.0019999999,362026.002,360075.003,360777.005,352915.9919999999,362156.00100000005,348118.998,335813.00700000004,324211.005,321301.00499999995,315547.007,310384.99500000005
migration_category,71,1,249080,244422.99700000003,250574.99599999998,252181.00199999992,250465.00600000002,259871.995,267975.993,278841.996,284927.004,291669.99799999996,302552.996,311380.99700000003,317389.00099999993,323303.008,326431.99700000003,324558.99399999995,326453.9960000001,322699.99600000004,323025.001,315608.012,323282.99999999994,313125.998,302568.007,291657.997,288971.994,284160.00600000005
migration_category,71,2,271486,268024.992,272318.007,275781.997,272760.99799999996,280795.99299999996,290838.99400000006,300748.005,308504.0030000001,315343.995,327706.99399999995,340773.99799999996,348133.00299999997,355804.997,360207.004,359004.99899999995,358136.99899999995,356243.994,356976.997,349240.00500000006,358423.0080000001,344570.00100000005,332431.008,320986.999,318145.001,312484.001
migration_category,72,1,249065,243614.995,239174.99699999997,245117.00500000006,246738.99999999997,245155.99899999998,254471.00300000003,262503.995,273225.99799999996,279253.011,285922.00499999995,296646.99799999996,305352.002,311293.997,317145.00099999993,320263.00700000004,318477.992,320391.00399999996,316765.00800000003,317142.009,309923.00100000005,317521.99299999996,307605.9999999999,297296.004,286634.99900000007,284052
migration_category,72,2,275608,267674.006,264324.993,268477.00600000005,271916.99000000005,268997.003,276994.999,286975,296818.997,304537.994,311350.996,323615.99700000003,336575.002,343892.005,351516.005,355908.001,354763.99199999997,353946.99600000004,352118.99999999994,352887.002,345281.99299999996,354401.99899999995,340750.012,328789.00099999993,317514,314743
migration_category,73,1,252979,243099.99699999997,237902.99800000005,233486.998,239320.00199999998,240987.98999999996,239547.001,248753.99000000002,256695.005,267254.006,273217.001,279806.00600000005,290360.997,298938.002,304811.0010000001,310594.0069999999,313702.00000000006,312011.998,313946.007,310455.00200000004,310889.9930000001,303878.99600000004,311396.00499999995,301736.99999999994,291687.98900000006,281290
migration_category,73,2,280127,271326,263599.003,260229.996,264336.99799999996,267780.99899999995,264978.007,272926.992,282828.00399999996,292593.998,300270.003,307053.99600000004,319210.9979999999,332050.99100000004,339323,346894.00599999994,351275.999,350195.00000000006,349434.00200000004,347677,348482.00200000004,341016.999,350071.995,336633.00200000004,324865.00800000003,313768.993
migration_category,74,1,263625,246351.00699999998,236873.002,231730.00499999998,227443.99699999997,233191.004,234909.00199999998,233605.00999999995,242680.00600000002,250509.999,260894.00100000002,266788.005,273287.999,283661.003,292102,297902.989,303614.997,306715.00800000003,305125.998,307082.997,303736.99100000004,304233,297441.00200000004,304870,295482,285710.989
migration_category,74,2,294842,275299.001,266770.006,259117.00099999996,255821.99900000004,259909.00400000004,263363.008,260678.004,268562.00200000004,278369.999,288050.99299999996,295678.002,302426.00499999995,314463.997,327172.998,334394.008,341909.00600000005,346280.99199999997,345266.008,344567,342885.98900000006,343729.00800000003,336419.004,345401.99499999994,332193.994,320632.01000000007
migration_category,75,1,283089,256044.003,239464.00100000002,230186.00100000002,225191.99599999998,221070.99399999995,226727.00100000005,228482.999,227309.00299999994,236229.99400000004,243940.99199999997,254133.00500000003,259950.999,266355.998,276531.998,284829.993,290552.00099999993,296191.006,299283.00100000005,297802.001,299786.00000000006,296593.00299999997,297152.005,290593.005,297927.00200000004,288827
migration_category,75,2,316379,289192.004,270198.995,261798.998,254311.995,251122.994,255192.00400000002,258649.005,256077.997,263888.997,273594.0090000001,283179.996,290749.9980000001,297456.9939999999,309363.01,321930.00999999995,329096.00500000006,336551.008,340909.004,339966.005,339335.003,337734.995,338621.002,331475.99700000003,340380.994,327419.99900000007
